time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),VM3,cloudlet.3(MI),Transmission4(MB),VM4,cloudlet.4(MI),Transmission5(MB),Egress,latency_demand(s)
411.0,chain1,Ingress1,14,14,SF-A,713,21,SF-B,1142,10,SF-C,2141,6,SF-D,1427,3,Egress1,1000.0
412.0,chain1,Ingress1,15,15,SF-A,758,22,SF-B,1213,11,SF-C,2274,7,SF-D,1516,3,Egress1,1000.0
413.0,chain1,Ingress1,13,13,SF-A,689,19,SF-B,1102,9,SF-C,2067,6,SF-D,1378,3,Egress1,1000.0
414.0,chain1,Ingress1,15,15,SF-A,756,22,SF-B,1210,11,SF-C,2270,7,SF-D,1513,3,Egress1,1000.0
415.0,chain1,Ingress1,12,12,SF-A,640,18,SF-B,1024,9,SF-C,1920,6,SF-D,1280,3,Egress1,1000.0
416.0,chain1,Ingress1,12,12,SF-A,649,18,SF-B,1039,9,SF-C,1948,6,SF-D,1298,3,Egress1,1000.0
417.0,chain1,Ingress1,15,15,SF-A,781,22,SF-B,1250,11,SF-C,2344,7,SF-D,1563,3,Egress1,1000.0
418.0,chain1,Ingress1,14,14,SF-A,704,21,SF-B,1127,10,SF-C,2113,6,SF-D,1408,3,Egress1,1000.0
419.0,chain1,Ingress1,13,13,SF-A,665,19,SF-B,1065,9,SF-C,1997,6,SF-D,1331,3,Egress1,1000.0
420.0,chain1,Ingress1,16,16,SF-A,811,24,SF-B,1299,12,SF-C,2435,8,SF-D,1623,4,Egress1,1000.0
421.0,chain1,Ingress1,16,16,SF-A,833,24,SF-B,1333,12,SF-C,2500,8,SF-D,1667,4,Egress1,1000.0
422.0,chain1,Ingress1,13,13,SF-A,684,19,SF-B,1095,9,SF-C,2054,6,SF-D,1369,3,Egress1,1000.0
423.0,chain1,Ingress1,15,15,SF-A,756,22,SF-B,1209,11,SF-C,2268,7,SF-D,1512,3,Egress1,1000.0
424.0,chain1,Ingress1,16,16,SF-A,818,24,SF-B,1309,12,SF-C,2456,8,SF-D,1637,4,Egress1,1000.0
425.0,chain1,Ingress1,13,13,SF-A,666,19,SF-B,1066,9,SF-C,2000,6,SF-D,1333,3,Egress1,1000.0
426.0,chain1,Ingress1,16,16,SF-A,804,24,SF-B,1287,12,SF-C,2413,8,SF-D,1608,4,Egress1,1000.0
427.0,chain1,Ingress1,14,14,SF-A,711,21,SF-B,1137,10,SF-C,2133,6,SF-D,1422,3,Egress1,1000.0
428.0,chain1,Ingress1,16,16,SF-A,826,24,SF-B,1323,12,SF-C,2480,8,SF-D,1653,4,Egress1,1000.0
429.0,chain1,Ingress1,15,15,SF-A,781,22,SF-B,1249,11,SF-C,2343,7,SF-D,1562,3,Egress1,1000.0
430.0,chain1,Ingress1,17,17,SF-A,894,25,SF-B,1431,12,SF-C,2684,8,SF-D,1789,4,Egress1,1000.0
431.0,chain1,Ingress1,14,14,SF-A,728,21,SF-B,1166,10,SF-C,2186,6,SF-D,1457,3,Egress1,1000.0
432.0,chain1,Ingress1,16,16,SF-A,807,24,SF-B,1292,12,SF-C,2423,8,SF-D,1615,4,Egress1,1000.0
433.0,chain1,Ingress1,14,14,SF-A,714,21,SF-B,1142,10,SF-C,2143,6,SF-D,1428,3,Egress1,1000.0
434.0,chain1,Ingress1,13,13,SF-A,669,19,SF-B,1071,9,SF-C,2008,6,SF-D,1339,3,Egress1,1000.0
435.0,chain1,Ingress1,15,15,SF-A,778,22,SF-B,1245,11,SF-C,2335,7,SF-D,1557,3,Egress1,1000.0
436.0,chain1,Ingress1,15,15,SF-A,767,22,SF-B,1228,11,SF-C,2302,7,SF-D,1535,3,Egress1,1000.0
437.0,chain1,Ingress1,13,13,SF-A,658,19,SF-B,1052,9,SF-C,1974,6,SF-D,1316,3,Egress1,1000.0
438.0,chain1,Ingress1,14,14,SF-A,719,21,SF-B,1151,10,SF-C,2159,6,SF-D,1439,3,Egress1,1000.0
439.0,chain1,Ingress1,16,16,SF-A,849,24,SF-B,1359,12,SF-C,2548,8,SF-D,1699,4,Egress1,1000.0
440.0,chain1,Ingress1,12,12,SF-A,623,18,SF-B,997,9,SF-C,1870,6,SF-D,1246,3,Egress1,1000.0
441.0,chain1,Ingress1,17,17,SF-A,865,25,SF-B,1385,12,SF-C,2597,8,SF-D,1731,4,Egress1,1000.0
442.0,chain1,Ingress1,16,16,SF-A,838,24,SF-B,1341,12,SF-C,2515,8,SF-D,1676,4,Egress1,1000.0
443.0,chain1,Ingress1,15,15,SF-A,797,22,SF-B,1276,11,SF-C,2393,7,SF-D,1595,3,Egress1,1000.0
444.0,chain1,Ingress1,15,15,SF-A,765,22,SF-B,1225,11,SF-C,2297,7,SF-D,1531,3,Egress1,1000.0
445.0,chain1,Ingress1,16,16,SF-A,839,24,SF-B,1343,12,SF-C,2518,8,SF-D,1678,4,Egress1,1000.0
446.0,chain1,Ingress1,17,17,SF-A,889,25,SF-B,1422,12,SF-C,2667,8,SF-D,1778,4,Egress1,1000.0
447.0,chain1,Ingress1,17,17,SF-A,889,25,SF-B,1423,12,SF-C,2669,8,SF-D,1779,4,Egress1,1000.0
448.0,chain1,Ingress1,16,16,SF-A,813,24,SF-B,1302,12,SF-C,2441,8,SF-D,1627,4,Egress1,1000.0
449.0,chain1,Ingress1,13,13,SF-A,654,19,SF-B,1046,9,SF-C,1962,6,SF-D,1308,3,Egress1,1000.0
450.0,chain1,Ingress1,17,17,SF-A,856,25,SF-B,1369,12,SF-C,2568,8,SF-D,1712,4,Egress1,1000.0
451.0,chain1,Ingress1,12,12,SF-A,635,18,SF-B,1016,9,SF-C,1906,6,SF-D,1270,3,Egress1,1000.0
452.0,chain1,Ingress1,14,14,SF-A,701,21,SF-B,1122,10,SF-C,2104,6,SF-D,1403,3,Egress1,1000.0
453.0,chain1,Ingress1,14,14,SF-A,706,21,SF-B,1130,10,SF-C,2120,6,SF-D,1413,3,Egress1,1000.0
454.0,chain1,Ingress1,15,15,SF-A,792,22,SF-B,1267,11,SF-C,2377,7,SF-D,1584,3,Egress1,1000.0
455.0,chain1,Ingress1,16,16,SF-A,812,24,SF-B,1299,12,SF-C,2436,8,SF-D,1624,4,Egress1,1000.0
456.0,chain1,Ingress1,15,15,SF-A,781,22,SF-B,1249,11,SF-C,2343,7,SF-D,1562,3,Egress1,1000.0
457.0,chain1,Ingress1,15,15,SF-A,787,22,SF-B,1259,11,SF-C,2361,7,SF-D,1574,3,Egress1,1000.0
458.0,chain1,Ingress1,13,13,SF-A,683,19,SF-B,1093,9,SF-C,2051,6,SF-D,1367,3,Egress1,1000.0
459.0,chain1,Ingress1,16,16,SF-A,839,24,SF-B,1343,12,SF-C,2518,8,SF-D,1679,4,Egress1,1000.0
460.0,chain1,Ingress1,12,12,SF-A,647,18,SF-B,1036,9,SF-C,1943,6,SF-D,1295,3,Egress1,1000.0
461.0,chain1,Ingress1,15,15,SF-A,789,22,SF-B,1263,11,SF-C,2368,7,SF-D,1579,3,Egress1,1000.0
462.0,chain1,Ingress1,13,13,SF-A,678,19,SF-B,1084,9,SF-C,2034,6,SF-D,1356,3,Egress1,1000.0
463.0,chain1,Ingress1,14,14,SF-A,730,21,SF-B,1168,10,SF-C,2190,6,SF-D,1460,3,Egress1,1000.0
464.0,chain1,Ingress1,17,17,SF-A,888,25,SF-B,1420,12,SF-C,2664,8,SF-D,1776,4,Egress1,1000.0
465.0,chain1,Ingress1,16,16,SF-A,805,24,SF-B,1288,12,SF-C,2416,8,SF-D,1610,4,Egress1,1000.0
466.0,chain1,Ingress1,16,16,SF-A,815,24,SF-B,1304,12,SF-C,2445,8,SF-D,1630,4,Egress1,1000.0
467.0,chain1,Ingress1,12,12,SF-A,614,18,SF-B,983,9,SF-C,1844,6,SF-D,1229,3,Egress1,1000.0
468.0,chain1,Ingress1,14,14,SF-A,722,21,SF-B,1155,10,SF-C,2166,6,SF-D,1444,3,Egress1,1000.0
469.0,chain1,Ingress1,12,12,SF-A,616,18,SF-B,986,9,SF-C,1849,6,SF-D,1233,3,Egress1,1000.0
470.0,chain1,Ingress1,16,16,SF-A,826,24,SF-B,1323,12,SF-C,2480,8,SF-D,1653,4,Egress1,1000.0
471.0,chain1,Ingress1,15,15,SF-A,750,22,SF-B,1200,11,SF-C,2250,7,SF-D,1500,3,Egress1,1000.0
472.0,chain1,Ingress1,14,14,SF-A,747,21,SF-B,1195,10,SF-C,2241,6,SF-D,1494,3,Egress1,1000.0
473.0,chain1,Ingress1,13,13,SF-A,662,19,SF-B,1060,9,SF-C,1988,6,SF-D,1325,3,Egress1,1000.0
474.0,chain1,Ingress1,15,15,SF-A,777,22,SF-B,1243,11,SF-C,2332,7,SF-D,1554,3,Egress1,1000.0
475.0,chain1,Ingress1,13,13,SF-A,655,19,SF-B,1048,9,SF-C,1965,6,SF-D,1310,3,Egress1,1000.0
476.0,chain1,Ingress1,17,17,SF-A,862,25,SF-B,1380,12,SF-C,2587,8,SF-D,1725,4,Egress1,1000.0
477.0,chain1,Ingress1,14,14,SF-A,738,21,SF-B,1181,10,SF-C,2215,6,SF-D,1476,3,Egress1,1000.0
478.0,chain1,Ingress1,17,17,SF-A,893,25,SF-B,1429,12,SF-C,2679,8,SF-D,1786,4,Egress1,1000.0
479.0,chain1,Ingress1,16,16,SF-A,823,24,SF-B,1318,12,SF-C,2471,8,SF-D,1647,4,Egress1,1000.0
480.0,chain1,Ingress1,14,14,SF-A,726,21,SF-B,1162,10,SF-C,2179,6,SF-D,1452,3,Egress1,1000.0
481.0,chain1,Ingress1,14,14,SF-A,701,21,SF-B,1122,10,SF-C,2104,6,SF-D,1403,3,Egress1,1000.0
482.0,chain1,Ingress1,17,17,SF-A,889,25,SF-B,1423,12,SF-C,2669,8,SF-D,1779,4,Egress1,1000.0
483.0,chain1,Ingress1,13,13,SF-A,675,19,SF-B,1081,9,SF-C,2026,6,SF-D,1351,3,Egress1,1000.0
484.0,chain1,Ingress1,15,15,SF-A,768,22,SF-B,1229,11,SF-C,2304,7,SF-D,1536,3,Egress1,1000.0
485.0,chain1,Ingress1,15,15,SF-A,794,22,SF-B,1270,11,SF-C,2382,7,SF-D,1588,3,Egress1,1000.0
486.0,chain1,Ingress1,17,17,SF-A,871,25,SF-B,1394,12,SF-C,2614,8,SF-D,1743,4,Egress1,1000.0
487.0,chain1,Ingress1,14,14,SF-A,741,21,SF-B,1186,10,SF-C,2225,6,SF-D,1483,3,Egress1,1000.0
488.0,chain1,Ingress1,15,15,SF-A,771,22,SF-B,1234,11,SF-C,2313,7,SF-D,1542,3,Egress1,1000.0
489.0,chain1,Ingress1,16,16,SF-A,828,24,SF-B,1325,12,SF-C,2485,8,SF-D,1656,4,Egress1,1000.0
490.0,chain1,Ingress1,16,16,SF-A,848,24,SF-B,1357,12,SF-C,2544,8,SF-D,1696,4,Egress1,1000.0
491.0,chain1,Ingress1,13,13,SF-A,681,19,SF-B,1090,9,SF-C,2044,6,SF-D,1362,3,Egress1,1000.0
492.0,chain1,Ingress1,12,12,SF-A,618,18,SF-B,990,9,SF-C,1856,6,SF-D,1237,3,Egress1,1000.0
493.0,chain1,Ingress1,12,12,SF-A,623,18,SF-B,998,9,SF-C,1871,6,SF-D,1247,3,Egress1,1000.0
494.0,chain1,Ingress1,12,12,SF-A,633,18,SF-B,1014,9,SF-C,1901,6,SF-D,1267,3,Egress1,1000.0
495.0,chain1,Ingress1,17,17,SF-A,870,25,SF-B,1393,12,SF-C,2612,8,SF-D,1741,4,Egress1,1000.0
496.0,chain1,Ingress1,12,12,SF-A,620,18,SF-B,993,9,SF-C,1862,6,SF-D,1241,3,Egress1,1000.0
497.0,chain1,Ingress1,17,17,SF-A,870,25,SF-B,1392,12,SF-C,2610,8,SF-D,1740,4,Egress1,1000.0
498.0,chain1,Ingress1,17,17,SF-A,881,25,SF-B,1410,12,SF-C,2643,8,SF-D,1762,4,Egress1,1000.0
499.0,chain1,Ingress1,16,16,SF-A,820,24,SF-B,1312,12,SF-C,2461,8,SF-D,1640,4,Egress1,1000.0
500.0,chain1,Ingress1,13,13,SF-A,655,19,SF-B,1048,9,SF-C,1965,6,SF-D,1310,3,Egress1,1000.0
