time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
494.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2147,10,SF-C,1500,13,Egress52,1000.0
495.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2238,11,SF-C,1650,14,Egress52,1000.0
496.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2019,10,SF-C,1500,13,Egress52,1000.0
497.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1788,8,SF-C,1200,10,Egress52,1000.0
498.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1791,8,SF-C,1200,10,Egress52,1000.0
499.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1832,9,SF-C,1350,12,Egress52,1000.0
500.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1817,9,SF-C,1350,12,Egress52,1000.0
501.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1886,9,SF-C,1350,12,Egress52,1000.0
502.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1637,8,SF-C,1200,10,Egress52,1000.0
503.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2277,11,SF-C,1650,14,Egress52,1000.0
504.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2219,11,SF-C,1650,14,Egress52,1000.0
505.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2195,10,SF-C,1500,13,Egress52,1000.0
506.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1775,8,SF-C,1200,10,Egress52,1000.0
507.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2088,10,SF-C,1500,13,Egress52,1000.0
508.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1591,7,SF-C,1050,9,Egress52,1000.0
509.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1747,8,SF-C,1200,10,Egress52,1000.0
510.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2056,10,SF-C,1500,13,Egress52,1000.0
511.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1961,9,SF-C,1350,12,Egress52,1000.0
512.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2306,11,SF-C,1650,14,Egress52,1000.0
513.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1679,8,SF-C,1200,10,Egress52,1000.0
514.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1757,8,SF-C,1200,10,Egress52,1000.0
515.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2174,10,SF-C,1500,13,Egress52,1000.0
516.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1754,8,SF-C,1200,10,Egress52,1000.0
517.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1828,9,SF-C,1350,12,Egress52,1000.0
518.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1808,9,SF-C,1350,12,Egress52,1000.0
519.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1615,8,SF-C,1200,10,Egress52,1000.0
520.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2116,10,SF-C,1500,13,Egress52,1000.0
521.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2174,10,SF-C,1500,13,Egress52,1000.0
522.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1601,8,SF-C,1200,10,Egress52,1000.0
523.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2121,10,SF-C,1500,13,Egress52,1000.0
524.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1802,9,SF-C,1350,12,Egress52,1000.0
525.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1675,8,SF-C,1200,10,Egress52,1000.0
526.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2279,11,SF-C,1650,14,Egress52,1000.0
527.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1563,7,SF-C,1050,9,Egress52,1000.0
528.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2069,10,SF-C,1500,13,Egress52,1000.0
529.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1607,8,SF-C,1200,10,Egress52,1000.0
530.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1999,9,SF-C,1350,12,Egress52,1000.0
531.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2068,10,SF-C,1500,13,Egress52,1000.0
532.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1682,8,SF-C,1200,10,Egress52,1000.0
533.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2008,10,SF-C,1500,13,Egress52,1000.0
534.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2286,11,SF-C,1650,14,Egress52,1000.0
535.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1930,9,SF-C,1350,12,Egress52,1000.0
536.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2066,10,SF-C,1500,13,Egress52,1000.0
537.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1720,8,SF-C,1200,10,Egress52,1000.0
538.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2268,11,SF-C,1650,14,Egress52,1000.0
539.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1995,9,SF-C,1350,12,Egress52,1000.0
540.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1613,8,SF-C,1200,10,Egress52,1000.0
541.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2046,10,SF-C,1500,13,Egress52,1000.0
542.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2180,10,SF-C,1500,13,Egress52,1000.0
543.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2151,10,SF-C,1500,13,Egress52,1000.0
544.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2115,10,SF-C,1500,13,Egress52,1000.0
545.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2170,10,SF-C,1500,13,Egress52,1000.0
546.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2168,10,SF-C,1500,13,Egress52,1000.0
547.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1629,8,SF-C,1200,10,Egress52,1000.0
548.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1905,9,SF-C,1350,12,Egress52,1000.0
549.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1592,7,SF-C,1050,9,Egress52,1000.0
550.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1617,8,SF-C,1200,10,Egress52,1000.0
551.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1645,8,SF-C,1200,10,Egress52,1000.0
552.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2134,10,SF-C,1500,13,Egress52,1000.0
553.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1760,8,SF-C,1200,10,Egress52,1000.0
554.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2261,11,SF-C,1650,14,Egress52,1000.0
555.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1625,8,SF-C,1200,10,Egress52,1000.0
556.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1967,9,SF-C,1350,12,Egress52,1000.0
557.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2272,11,SF-C,1650,14,Egress52,1000.0
558.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1901,9,SF-C,1350,12,Egress52,1000.0
559.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1796,8,SF-C,1200,10,Egress52,1000.0
560.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2176,10,SF-C,1500,13,Egress52,1000.0
561.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2282,11,SF-C,1650,14,Egress52,1000.0
562.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2108,10,SF-C,1500,13,Egress52,1000.0
563.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2258,11,SF-C,1650,14,Egress52,1000.0
564.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1943,9,SF-C,1350,12,Egress52,1000.0
565.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1832,9,SF-C,1350,12,Egress52,1000.0
566.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1769,8,SF-C,1200,10,Egress52,1000.0
567.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2029,10,SF-C,1500,13,Egress52,1000.0
568.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2071,10,SF-C,1500,13,Egress52,1000.0
569.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1615,8,SF-C,1200,10,Egress52,1000.0
570.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2194,10,SF-C,1500,13,Egress52,1000.0
571.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2137,10,SF-C,1500,13,Egress52,1000.0
572.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1766,8,SF-C,1200,10,Egress52,1000.0
573.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2097,10,SF-C,1500,13,Egress52,1000.0
574.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2333,11,SF-C,1650,14,Egress52,1000.0
575.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1961,9,SF-C,1350,12,Egress52,1000.0
576.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2267,11,SF-C,1650,14,Egress52,1000.0
577.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2184,10,SF-C,1500,13,Egress52,1000.0
578.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1903,9,SF-C,1350,12,Egress52,1000.0
579.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2022,10,SF-C,1500,13,Egress52,1000.0
580.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1725,8,SF-C,1200,10,Egress52,1000.0
581.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1647,8,SF-C,1200,10,Egress52,1000.0
582.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2296,11,SF-C,1650,14,Egress52,1000.0
583.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1966,9,SF-C,1350,12,Egress52,1000.0
584.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2269,11,SF-C,1650,14,Egress52,1000.0
585.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2180,10,SF-C,1500,13,Egress52,1000.0
586.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2053,10,SF-C,1500,13,Egress52,1000.0
587.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1897,9,SF-C,1350,12,Egress52,1000.0
588.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1733,8,SF-C,1200,10,Egress52,1000.0
589.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2021,10,SF-C,1500,13,Egress52,1000.0
590.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1972,9,SF-C,1350,12,Egress52,1000.0
591.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1844,9,SF-C,1350,12,Egress52,1000.0
592.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2077,10,SF-C,1500,13,Egress52,1000.0
593.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1847,9,SF-C,1350,12,Egress52,1000.0
594.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2319,11,SF-C,1650,14,Egress52,1000.0
595.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2062,10,SF-C,1500,13,Egress52,1000.0
596.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2088,10,SF-C,1500,13,Egress52,1000.0
597.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1857,9,SF-C,1350,12,Egress52,1000.0
598.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2183,10,SF-C,1500,13,Egress52,1000.0
599.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2128,10,SF-C,1500,13,Egress52,1000.0
600.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2081,10,SF-C,1500,13,Egress52,1000.0
601.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1779,8,SF-C,1200,10,Egress52,1000.0
602.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1815,9,SF-C,1350,12,Egress52,1000.0
603.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2282,11,SF-C,1650,14,Egress52,1000.0
604.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1749,8,SF-C,1200,10,Egress52,1000.0
605.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1861,9,SF-C,1350,12,Egress52,1000.0
606.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1827,9,SF-C,1350,12,Egress52,1000.0
607.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2215,11,SF-C,1650,14,Egress52,1000.0
608.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1951,9,SF-C,1350,12,Egress52,1000.0
609.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1862,9,SF-C,1350,12,Egress52,1000.0
610.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1700,8,SF-C,1200,10,Egress52,1000.0
611.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1673,8,SF-C,1200,10,Egress52,1000.0
612.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2019,10,SF-C,1500,13,Egress52,1000.0
613.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1741,8,SF-C,1200,10,Egress52,1000.0
614.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1984,9,SF-C,1350,12,Egress52,1000.0
615.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2266,11,SF-C,1650,14,Egress52,1000.0
616.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2082,10,SF-C,1500,13,Egress52,1000.0
617.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1930,9,SF-C,1350,12,Egress52,1000.0
618.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2197,10,SF-C,1500,13,Egress52,1000.0
619.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1993,9,SF-C,1350,12,Egress52,1000.0
620.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2143,10,SF-C,1500,13,Egress52,1000.0
621.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2139,10,SF-C,1500,13,Egress52,1000.0
622.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1635,8,SF-C,1200,10,Egress52,1000.0
623.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2186,10,SF-C,1500,13,Egress52,1000.0
624.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1667,8,SF-C,1200,10,Egress52,1000.0
625.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2018,10,SF-C,1500,13,Egress52,1000.0
626.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1764,8,SF-C,1200,10,Egress52,1000.0
627.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1892,9,SF-C,1350,12,Egress52,1000.0
628.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2101,10,SF-C,1500,13,Egress52,1000.0
629.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1831,9,SF-C,1350,12,Egress52,1000.0
630.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1750,8,SF-C,1200,10,Egress52,1000.0
631.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1796,8,SF-C,1200,10,Egress52,1000.0
632.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1874,9,SF-C,1350,12,Egress52,1000.0
633.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1960,9,SF-C,1350,12,Egress52,1000.0
634.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1810,9,SF-C,1350,12,Egress52,1000.0
635.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1905,9,SF-C,1350,12,Egress52,1000.0
636.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2060,10,SF-C,1500,13,Egress52,1000.0
637.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1990,9,SF-C,1350,12,Egress52,1000.0
638.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2275,11,SF-C,1650,14,Egress52,1000.0
639.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2312,11,SF-C,1650,14,Egress52,1000.0
640.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2121,10,SF-C,1500,13,Egress52,1000.0
641.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1730,8,SF-C,1200,10,Egress52,1000.0
642.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2226,11,SF-C,1650,14,Egress52,1000.0
643.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1662,8,SF-C,1200,10,Egress52,1000.0
644.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1974,9,SF-C,1350,12,Egress52,1000.0
645.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2114,10,SF-C,1500,13,Egress52,1000.0
646.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1616,8,SF-C,1200,10,Egress52,1000.0
647.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1960,9,SF-C,1350,12,Egress52,1000.0
648.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1582,7,SF-C,1050,9,Egress52,1000.0
649.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1895,9,SF-C,1350,12,Egress52,1000.0
650.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2026,10,SF-C,1500,13,Egress52,1000.0
651.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1803,9,SF-C,1350,12,Egress52,1000.0
652.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2058,10,SF-C,1500,13,Egress52,1000.0
653.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2085,10,SF-C,1500,13,Egress52,1000.0
654.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1640,8,SF-C,1200,10,Egress52,1000.0
655.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1996,9,SF-C,1350,12,Egress52,1000.0
656.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1945,9,SF-C,1350,12,Egress52,1000.0
657.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2271,11,SF-C,1650,14,Egress52,1000.0
658.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1603,8,SF-C,1200,10,Egress52,1000.0
659.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1963,9,SF-C,1350,12,Egress52,1000.0
660.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1975,9,SF-C,1350,12,Egress52,1000.0
661.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1939,9,SF-C,1350,12,Egress52,1000.0
662.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2035,10,SF-C,1500,13,Egress52,1000.0
663.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2044,10,SF-C,1500,13,Egress52,1000.0
664.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1665,8,SF-C,1200,10,Egress52,1000.0
665.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2016,10,SF-C,1500,13,Egress52,1000.0
666.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2105,10,SF-C,1500,13,Egress52,1000.0
667.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1764,8,SF-C,1200,10,Egress52,1000.0
668.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2295,11,SF-C,1650,14,Egress52,1000.0
669.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1899,9,SF-C,1350,12,Egress52,1000.0
670.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2285,11,SF-C,1650,14,Egress52,1000.0
671.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1637,8,SF-C,1200,10,Egress52,1000.0
672.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1988,9,SF-C,1350,12,Egress52,1000.0
673.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1673,8,SF-C,1200,10,Egress52,1000.0
674.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2139,10,SF-C,1500,13,Egress52,1000.0
675.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1577,7,SF-C,1050,9,Egress52,1000.0
676.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1769,8,SF-C,1200,10,Egress52,1000.0
677.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2312,11,SF-C,1650,14,Egress52,1000.0
678.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2033,10,SF-C,1500,13,Egress52,1000.0
679.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2264,11,SF-C,1650,14,Egress52,1000.0
680.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2145,10,SF-C,1500,13,Egress52,1000.0
681.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2274,11,SF-C,1650,14,Egress52,1000.0
682.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1906,9,SF-C,1350,12,Egress52,1000.0
683.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1642,8,SF-C,1200,10,Egress52,1000.0
684.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2230,11,SF-C,1650,14,Egress52,1000.0
685.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2048,10,SF-C,1500,13,Egress52,1000.0
686.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1737,8,SF-C,1200,10,Egress52,1000.0
687.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1666,8,SF-C,1200,10,Egress52,1000.0
688.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2084,10,SF-C,1500,13,Egress52,1000.0
689.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1673,8,SF-C,1200,10,Egress52,1000.0
690.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1902,9,SF-C,1350,12,Egress52,1000.0
691.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1826,9,SF-C,1350,12,Egress52,1000.0
692.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1870,9,SF-C,1350,12,Egress52,1000.0
693.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1696,8,SF-C,1200,10,Egress52,1000.0
694.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1650,8,SF-C,1200,10,Egress52,1000.0
695.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2336,11,SF-C,1650,14,Egress52,1000.0
696.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1857,9,SF-C,1350,12,Egress52,1000.0
697.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2045,10,SF-C,1500,13,Egress52,1000.0
698.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2307,11,SF-C,1650,14,Egress52,1000.0
699.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1820,9,SF-C,1350,12,Egress52,1000.0
700.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2034,10,SF-C,1500,13,Egress52,1000.0
701.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1992,9,SF-C,1350,12,Egress52,1000.0
702.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2156,10,SF-C,1500,13,Egress52,1000.0
703.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1922,9,SF-C,1350,12,Egress52,1000.0
704.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1976,9,SF-C,1350,12,Egress52,1000.0
705.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1787,8,SF-C,1200,10,Egress52,1000.0
706.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1728,8,SF-C,1200,10,Egress52,1000.0
707.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1711,8,SF-C,1200,10,Egress52,1000.0
708.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2097,10,SF-C,1500,13,Egress52,1000.0
709.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1892,9,SF-C,1350,12,Egress52,1000.0
710.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1660,8,SF-C,1200,10,Egress52,1000.0
711.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1902,9,SF-C,1350,12,Egress52,1000.0
712.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1756,8,SF-C,1200,10,Egress52,1000.0
713.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2176,10,SF-C,1500,13,Egress52,1000.0
714.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2114,10,SF-C,1500,13,Egress52,1000.0
715.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1794,8,SF-C,1200,10,Egress52,1000.0
716.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1643,8,SF-C,1200,10,Egress52,1000.0
717.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2184,10,SF-C,1500,13,Egress52,1000.0
718.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1796,8,SF-C,1200,10,Egress52,1000.0
719.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1634,8,SF-C,1200,10,Egress52,1000.0
720.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2146,10,SF-C,1500,13,Egress52,1000.0
721.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2109,10,SF-C,1500,13,Egress52,1000.0
722.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2241,11,SF-C,1650,14,Egress52,1000.0
723.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2112,10,SF-C,1500,13,Egress52,1000.0
724.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1949,9,SF-C,1350,12,Egress52,1000.0
725.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2194,10,SF-C,1500,13,Egress52,1000.0
726.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2313,11,SF-C,1650,14,Egress52,1000.0
727.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2199,10,SF-C,1500,13,Egress52,1000.0
728.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2275,11,SF-C,1650,14,Egress52,1000.0
729.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1765,8,SF-C,1200,10,Egress52,1000.0
730.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2334,11,SF-C,1650,14,Egress52,1000.0
731.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1750,8,SF-C,1200,10,Egress52,1000.0
732.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2337,11,SF-C,1650,14,Egress52,1000.0
733.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2034,10,SF-C,1500,13,Egress52,1000.0
734.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2334,11,SF-C,1650,14,Egress52,1000.0
735.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1694,8,SF-C,1200,10,Egress52,1000.0
736.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2121,10,SF-C,1500,13,Egress52,1000.0
737.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1787,8,SF-C,1200,10,Egress52,1000.0
738.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1699,8,SF-C,1200,10,Egress52,1000.0
739.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2050,10,SF-C,1500,13,Egress52,1000.0
740.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2237,11,SF-C,1650,14,Egress52,1000.0
741.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1913,9,SF-C,1350,12,Egress52,1000.0
