time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),VM3,cloudlet.3(MI),Transmission4(MB),Egress,latency_demand(s)
484.0,chain14,Ingress14,10,10,SF-C,1523,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
485.0,chain14,Ingress14,8,8,SF-C,1237,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
486.0,chain14,Ingress14,9,9,SF-C,1389,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
487.0,chain14,Ingress14,11,11,SF-C,1750,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
488.0,chain14,Ingress14,11,11,SF-C,1668,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
489.0,chain14,Ingress14,10,10,SF-C,1648,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
490.0,chain14,Ingress14,11,11,SF-C,1678,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
491.0,chain14,Ingress14,9,9,SF-C,1463,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
492.0,chain14,Ingress14,11,11,SF-C,1722,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
493.0,chain14,Ingress14,11,11,SF-C,1665,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
494.0,chain14,Ingress14,10,10,SF-C,1637,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
495.0,chain14,Ingress14,11,11,SF-C,1681,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
496.0,chain14,Ingress14,8,8,SF-C,1262,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
497.0,chain14,Ingress14,9,9,SF-C,1402,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
498.0,chain14,Ingress14,8,8,SF-C,1276,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
499.0,chain14,Ingress14,9,9,SF-C,1420,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
500.0,chain14,Ingress14,8,8,SF-C,1249,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
