#======================================
Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 326, 1, 6970, 6970, 6970.116, 0.116, 110, 0, 6970.116, 6972.367, 2.251, 1100, 6972.367, 6972.532, 0.165, 165, 0, 6972.532, 6974.359, 1.827, 825, 6974.359, 6974.469, 0.11, 110, 0, 6974.469, 6976.73, 2.261, 1100, 6976.73, 6976.821, 0.091, 91, 0, 6976.821, 6982.718, 5.897, 2730, 6982.718, 6982.809, 0.091, 91, 0, 6982.809, 6982.809, 0, 0,    12.693,
 327, 1, 6980, 6980, 6980.106, 0.106, 100, 0, 6980.106, 6982.11, 2.005, 1000, 6982.11, 6982.26, 0.15, 150, 0, 6982.26, 6983.704, 1.443, 750, 6983.704, 6983.804, 0.1, 100, 0, 6983.804, 6986.213, 2.41, 1000, 6986.213, 6986.296, 0.083, 83, 0, 6986.296, 6991.904, 5.608, 2490, 6991.904, 6991.987, 0.083, 83, 0, 6991.987, 6991.987, 0, 0,    11.881,
 328, 1, 6990, 6990, 6990.116, 0.116, 110, 0, 6990.116, 6992.616, 2.5, 1100, 6992.616, 6992.791, 0.175, 165, 0, 6992.791, 6994.411, 1.62, 825, 6994.411, 6994.521, 0.11, 110, 0, 6994.521, 6997.205, 2.684, 1100, 6997.205, 6997.296, 0.091, 91, 0, 6997.296, 7003.45, 6.154, 2730, 7003.45, 7003.551, 0.101, 91, 0, 7003.551, 7003.551, 0, 0,    13.435,
 329, 1, 7000, 7000, 7000.106, 0.106, 100, 0, 7000.106, 7001.873, 1.767, 1000, 7001.873, 7002.023, 0.15, 150, 0, 7002.023, 7003.737, 1.714, 750, 7003.737, 7003.837, 0.1, 100, 0, 7003.837, 7005.668, 1.831, 1000, 7005.668, 7005.751, 0.083, 83, 0, 7005.751, 7011.617, 5.866, 2490, 7011.617, 7011.7, 0.083, 83, 0, 7011.7, 7011.7, 0, 0,    11.594,
 330, 1, 7010, 7010, 7010.116, 0.116, 110, 0, 7010.116, 7012.482, 2.366, 1100, 7012.482, 7012.646, 0.165, 165, 0, 7012.646, 7014.536, 1.889, 825, 7014.536, 7014.646, 0.11, 110, 0, 7014.646, 7016.986, 2.34, 1100, 7016.986, 7017.077, 0.091, 91, 0, 7017.077, 7022.944, 5.867, 2730, 7022.944, 7023.035, 0.091, 91, 0, 7023.035, 7023.035, 0, 0,    12.919,
 331, 1, 7020, 7020, 7020.106, 0.106, 100, 0, 7020.106, 7022, 1.894, 1000, 7022, 7022.15, 0.15, 150, 0, 7022.15, 7023.786, 1.636, 750, 7023.786, 7023.886, 0.1, 100, 0, 7023.886, 7025.844, 1.958, 1000, 7025.844, 7025.927, 0.083, 83, 0, 7025.927, 7030.562, 4.635, 2490, 7030.562, 7030.645, 0.083, 83, 0, 7030.645, 7030.645, 0, 0,    10.539,
 332, 1, 7030, 7030, 7030.106, 0.106, 100, 0, 7030.106, 7032.311, 2.205, 1000, 7032.311, 7032.461, 0.15, 150, 0, 7032.461, 7034.05, 1.59, 750, 7034.05, 7034.15, 0.1, 100, 0, 7034.15, 7036.548, 2.398, 1000, 7036.548, 7036.631, 0.083, 83, 0, 7036.631, 7042.659, 6.028, 2490, 7042.659, 7042.742, 0.083, 83, 0, 7042.742, 7042.742, 0, 0,    12.636,
 333, 1, 7040, 7040, 7040.116, 0.116, 110, 0, 7040.116, 7042.514, 2.398, 1100, 7042.514, 7042.678, 0.165, 165, 0, 7042.678, 7044.571, 1.893, 825, 7044.571, 7044.681, 0.11, 110, 0, 7044.681, 7047.22, 2.539, 1100, 7047.22, 7047.311, 0.091, 91, 0, 7047.311, 7053.525, 6.213, 2730, 7053.525, 7053.616, 0.091, 91, 0, 7053.616, 7053.616, 0, 0,    13.500,
 334, 1, 7050, 7050, 7050.106, 0.106, 100, 0, 7050.106, 7052.47, 2.364, 1000, 7052.47, 7052.62, 0.15, 150, 0, 7052.62, 7054.137, 1.517, 750, 7054.137, 7054.237, 0.1, 100, 0, 7054.237, 7056.418, 2.182, 1000, 7056.418, 7056.501, 0.083, 83, 0, 7056.501, 7061.348, 4.846, 2490, 7061.348, 7061.431, 0.083, 83, 0, 7061.431, 7061.431, 0, 0,    11.325,
 335, 1, 7060, 7060, 7060.106, 0.106, 100, 0, 7060.106, 7062.131, 2.025, 1000, 7062.131, 7062.281, 0.15, 150, 0, 7062.281, 7063.849, 1.568, 750, 7063.849, 7063.949, 0.1, 100, 0, 7063.949, 7065.952, 2.003, 1000, 7065.952, 7066.036, 0.083, 83, 0, 7066.036, 7071.75, 5.714, 2490, 7071.75, 7071.833, 0.083, 83, 0, 7071.833, 7071.833, 0, 0,    11.727,
 336, 1, 7070, 7070, 7070.106, 0.106, 100, 0, 7070.106, 7072.299, 2.193, 1000, 7072.299, 7072.449, 0.15, 150, 0, 7072.449, 7074.051, 1.602, 750, 7074.051, 7074.151, 0.1, 100, 0, 7074.151, 7076.335, 2.185, 1000, 7076.335, 7076.419, 0.083, 83, 0, 7076.419, 7081.896, 5.477, 2490, 7081.896, 7081.979, 0.083, 83, 0, 7081.979, 7081.979, 0, 0,    11.873,
 337, 1, 7080, 7080, 7080.116, 0.116, 110, 0, 7080.116, 7082.512, 2.396, 1100, 7082.512, 7082.677, 0.165, 165, 0, 7082.677, 7084.176, 1.499, 825, 7084.176, 7084.286, 0.11, 110, 0, 7084.286, 7086.442, 2.155, 1100, 7086.442, 7086.533, 0.091, 91, 0, 7086.533, 7091.502, 4.969, 2730, 7091.502, 7091.593, 0.091, 91, 0, 7091.593, 7091.593, 0, 0,    11.477,
 338, 1, 7090, 7090, 7090.106, 0.106, 100, 0, 7090.106, 7092.526, 2.42, 1000, 7092.526, 7092.676, 0.15, 150, 0, 7092.676, 7094.309, 1.633, 750, 7094.309, 7094.41, 0.1, 100, 0, 7094.41, 7096.657, 2.247, 1000, 7096.657, 7096.74, 0.083, 83, 0, 7096.74, 7103.074, 6.334, 2490, 7103.074, 7103.157, 0.083, 83, 0, 7103.157, 7103.157, 0, 0,    13.051,
 339, 1, 7100, 7100, 7100.106, 0.106, 100, 0, 7100.106, 7102.484, 2.378, 1000, 7102.484, 7102.635, 0.15, 150, 0, 7102.635, 7104.235, 1.601, 750, 7104.235, 7104.336, 0.1, 100, 0, 7104.336, 7106.808, 2.472, 1000, 7106.808, 7106.891, 0.083, 83, 0, 7106.891, 7111.548, 4.657, 2490, 7111.548, 7111.633, 0.085, 83, 0, 7111.633, 7111.633, 0, 0,    11.527,
 340, 1, 7110, 7110, 7110.106, 0.106, 100, 0, 7110.106, 7112.163, 2.058, 1000, 7112.163, 7112.313, 0.15, 150, 0, 7112.313, 7113.98, 1.667, 750, 7113.98, 7114.08, 0.1, 100, 0, 7114.08, 7116.166, 2.086, 1000, 7116.166, 7116.249, 0.083, 83, 0, 7116.249, 7121.179, 4.93, 2490, 7121.179, 7121.262, 0.083, 83, 0, 7121.262, 7121.262, 0, 0,    11.157,
 341, 1, 7120, 7120, 7120.116, 0.116, 110, 0, 7120.116, 7122.415, 2.299, 1100, 7122.415, 7122.58, 0.165, 165, 0, 7122.58, 7124.207, 1.627, 825, 7124.207, 7124.317, 0.11, 110, 0, 7124.317, 7127, 2.684, 1100, 7127, 7127.091, 0.091, 91, 0, 7127.091, 7133.594, 6.503, 2730, 7133.594, 7133.685, 0.091, 91, 0, 7133.685, 7133.685, 0, 0,    13.569,
 342, 1, 7130, 7130, 7130.116, 0.116, 110, 0, 7130.116, 7132.558, 2.442, 1100, 7132.558, 7132.723, 0.165, 165, 0, 7132.723, 7134.318, 1.595, 825, 7134.318, 7134.428, 0.11, 110, 0, 7134.428, 7136.657, 2.229, 1100, 7136.657, 7136.748, 0.091, 91, 0, 7136.748, 7143.049, 6.301, 2730, 7143.049, 7143.14, 0.091, 91, 0, 7143.14, 7143.14, 0, 0,    13.024,
 343, 1, 7140, 7140, 7140.106, 0.106, 100, 0, 7140.106, 7142.283, 2.177, 1000, 7142.283, 7142.433, 0.15, 150, 0, 7142.433, 7143.984, 1.551, 750, 7143.984, 7144.084, 0.1, 100, 0, 7144.084, 7146.284, 2.2, 1000, 7146.284, 7146.368, 0.083, 83, 0, 7146.368, 7152.069, 5.701, 2490, 7152.069, 7152.152, 0.083, 83, 0, 7152.152, 7152.152, 0, 0,    12.046,
 344, 1, 7150, 7150, 7150.116, 0.116, 110, 0, 7150.116, 7152.593, 2.477, 1100, 7152.593, 7152.758, 0.165, 165, 0, 7152.758, 7154.773, 2.015, 825, 7154.773, 7154.884, 0.11, 110, 0, 7154.884, 7157.027, 2.144, 1100, 7157.027, 7157.119, 0.091, 91, 0, 7157.119, 7162.68, 5.561, 2730, 7162.68, 7162.771, 0.091, 91, 0, 7162.771, 7162.771, 0, 0,    12.655,
 345, 1, 7160, 7160, 7160.106, 0.106, 100, 0, 7160.106, 7162.474, 2.368, 1000, 7162.474, 7162.623, 0.15, 150, 0, 7162.623, 7164.19, 1.567, 750, 7164.19, 7164.29, 0.1, 100, 0, 7164.29, 7166.532, 2.241, 1000, 7166.532, 7166.615, 0.083, 83, 0, 7166.615, 7171.128, 4.513, 2490, 7171.128, 7171.211, 0.083, 83, 0, 7171.211, 7171.211, 0, 0,    11.105,
 346, 1, 7170, 7170, 7170.116, 0.116, 110, 0, 7170.116, 7172.359, 2.243, 1100, 7172.359, 7172.523, 0.165, 165, 0, 7172.523, 7174.041, 1.518, 825, 7174.041, 7174.151, 0.11, 110, 0, 7174.151, 7176.536, 2.385, 1100, 7176.536, 7176.627, 0.091, 91, 0, 7176.627, 7183.045, 6.418, 2730, 7183.045, 7183.136, 0.091, 91, 0, 7183.136, 7183.136, 0, 0,    13.020,
 347, 1, 7180, 7180, 7180.116, 0.116, 110, 0, 7180.116, 7182.35, 2.234, 1100, 7182.35, 7182.515, 0.165, 165, 0, 7182.515, 7184.3, 1.786, 825, 7184.3, 7184.41, 0.11, 110, 0, 7184.41, 7187.219, 2.808, 1100, 7187.219, 7187.31, 0.091, 91, 0, 7187.31, 7193.288, 5.978, 2730, 7193.288, 7193.379, 0.091, 91, 0, 7193.379, 7193.379, 0, 0,    13.263,
 348, 1, 7190, 7190, 7190.106, 0.106, 100, 0, 7190.106, 7192.111, 2.005, 1000, 7192.111, 7192.261, 0.15, 150, 0, 7192.261, 7193.86, 1.598, 750, 7193.86, 7193.96, 0.1, 100, 0, 7193.96, 7195.991, 2.032, 1000, 7195.991, 7196.074, 0.083, 83, 0, 7196.074, 7200.534, 4.46, 2490, 7200.534, 7200.617, 0.083, 83, 0, 7200.617, 7200.617, 0, 0,    10.511,
 349, 1, 7200, 7200, 7200.116, 0.116, 110, 0, 7200.116, 7202.745, 2.629, 1100, 7202.745, 7202.91, 0.165, 165, 0, 7202.91, 7204.651, 1.741, 825, 7204.651, 7204.761, 0.11, 110, 0, 7204.761, 7207.322, 2.561, 1100, 7207.322, 7207.413, 0.091, 91, 0, 7207.413, 7212.766, 5.353, 2730, 7212.766, 7212.857, 0.091, 91, 0, 7212.857, 7212.857, 0, 0,    12.741,
 350, 1, 7210, 7210, 7210.106, 0.106, 100, 0, 7210.106, 7212.121, 2.015, 1000, 7212.121, 7212.271, 0.15, 150, 0, 7212.271, 7213.861, 1.59, 750, 7213.861, 7213.961, 0.1, 100, 0, 7213.961, 7216.042, 2.081, 1000, 7216.042, 7216.125, 0.083, 83, 0, 7216.125, 7220.943, 4.818, 2490, 7220.943, 7221.026, 0.083, 83, 0, 7221.026, 7221.026, 0, 0,    10.921,
 351, 1, 7220, 7220, 7220.116, 0.116, 110, 0, 7220.116, 7222.744, 2.628, 1100, 7222.744, 7222.909, 0.165, 165, 0, 7222.909, 7224.737, 1.828, 825, 7224.737, 7224.847, 0.11, 110, 0, 7224.847, 7227.442, 2.594, 1100, 7227.442, 7227.533, 0.091, 91, 0, 7227.533, 7233.045, 5.512, 2730, 7233.045, 7233.136, 0.091, 91, 0, 7233.136, 7233.136, 0, 0,    13.020,
 352, 1, 7230, 7230, 7230.116, 0.116, 110, 0, 7230.116, 7232.703, 2.587, 1100, 7232.703, 7232.868, 0.165, 165, 0, 7232.868, 7234.69, 1.822, 825, 7234.69, 7234.8, 0.11, 110, 0, 7234.8, 7237.168, 2.368, 1100, 7237.168, 7237.259, 0.091, 91, 0, 7237.259, 7242.797, 5.538, 2730, 7242.797, 7242.888, 0.091, 91, 0, 7242.888, 7242.888, 0, 0,    12.772,
 353, 1, 7240, 7240, 7240.116, 0.116, 110, 0, 7240.116, 7242.315, 2.199, 1100, 7242.315, 7242.48, 0.165, 165, 0, 7242.48, 7244.108, 1.628, 825, 7244.108, 7244.218, 0.11, 110, 0, 7244.218, 7246.627, 2.409, 1100, 7246.627, 7246.718, 0.091, 91, 0, 7246.718, 7252.02, 5.301, 2730, 7252.02, 7252.111, 0.091, 91, 0, 7252.111, 7252.111, 0, 0,    11.995,
 354, 1, 7250, 7250, 7250.116, 0.116, 110, 0, 7250.116, 7252.445, 2.329, 1100, 7252.445, 7252.61, 0.165, 165, 0, 7252.61, 7254.574, 1.963, 825, 7254.574, 7254.684, 0.11, 110, 0, 7254.684, 7256.995, 2.312, 1100, 7256.995, 7257.087, 0.091, 91, 0, 7257.087, 7262.786, 5.7, 2730, 7262.786, 7262.877, 0.091, 91, 0, 7262.877, 7262.877, 0, 0,    12.762,
 355, 1, 7260, 7260, 7260.106, 0.106, 100, 0, 7260.106, 7261.905, 1.799, 1000, 7261.905, 7262.065, 0.16, 150, 0, 7262.065, 7263.785, 1.72, 750, 7263.785, 7263.885, 0.1, 100, 0, 7263.885, 7265.839, 1.954, 1000, 7265.839, 7265.922, 0.083, 83, 0, 7265.922, 7271.465, 5.544, 2490, 7271.465, 7271.549, 0.083, 83, 0, 7271.549, 7271.549, 0, 0,    11.443,
 356, 1, 7270, 7270, 7270.106, 0.106, 100, 0, 7270.106, 7272.152, 2.046, 1000, 7272.152, 7272.302, 0.15, 150, 0, 7272.302, 7274.008, 1.705, 750, 7274.008, 7274.108, 0.1, 100, 0, 7274.108, 7276.193, 2.085, 1000, 7276.193, 7276.276, 0.083, 83, 0, 7276.276, 7281.727, 5.451, 2490, 7281.727, 7281.81, 0.083, 83, 0, 7281.81, 7281.81, 0, 0,    11.704,
 357, 1, 7280, 7280, 7280.116, 0.116, 110, 0, 7280.116, 7282.49, 2.375, 1100, 7282.49, 7282.656, 0.165, 165, 0, 7282.656, 7284.37, 1.714, 825, 7284.37, 7284.48, 0.11, 110, 0, 7284.48, 7286.815, 2.334, 1100, 7286.815, 7286.906, 0.091, 91, 0, 7286.906, 7292.683, 5.777, 2730, 7292.683, 7292.774, 0.091, 91, 0, 7292.774, 7292.774, 0, 0,    12.658,
 358, 1, 7290, 7290, 7290.116, 0.116, 110, 0, 7290.116, 7292.483, 2.367, 1100, 7292.483, 7292.649, 0.165, 165, 0, 7292.649, 7294.329, 1.681, 825, 7294.329, 7294.439, 0.11, 110, 0, 7294.439, 7297.095, 2.656, 1100, 7297.095, 7297.186, 0.091, 91, 0, 7297.186, 7303.399, 6.213, 2730, 7303.399, 7303.49, 0.091, 91, 0, 7303.49, 7303.49, 0, 0,    13.375,
 359, 1, 7300, 7300, 7300.116, 0.116, 110, 0, 7300.116, 7302.107, 1.991, 1100, 7302.107, 7302.273, 0.165, 165, 0, 7302.273, 7304.001, 1.728, 825, 7304.001, 7304.111, 0.11, 110, 0, 7304.111, 7306.734, 2.624, 1100, 7306.734, 7306.825, 0.091, 91, 0, 7306.825, 7311.784, 4.958, 2730, 7311.784, 7311.875, 0.091, 91, 0, 7311.875, 7311.875, 0, 0,    11.759,
 360, 1, 7310, 7310, 7310.116, 0.116, 110, 0, 7310.116, 7312.37, 2.255, 1100, 7312.37, 7312.535, 0.165, 165, 0, 7312.535, 7314.32, 1.785, 825, 7314.32, 7314.43, 0.11, 110, 0, 7314.43, 7317.087, 2.657, 1100, 7317.087, 7317.178, 0.091, 91, 0, 7317.178, 7322.703, 5.525, 2730, 7322.703, 7322.794, 0.091, 91, 0, 7322.794, 7322.794, 0, 0,    12.679,
 361, 1, 7320, 7320, 7320.106, 0.106, 100, 0, 7320.106, 7322.097, 1.991, 1000, 7322.097, 7322.247, 0.15, 150, 0, 7322.247, 7323.893, 1.646, 750, 7323.893, 7323.993, 0.1, 100, 0, 7323.993, 7326.078, 2.086, 1000, 7326.078, 7326.162, 0.083, 83, 0, 7326.162, 7331.037, 4.876, 2490, 7331.037, 7331.12, 0.083, 83, 0, 7331.12, 7331.12, 0, 0,    11.014,
 362, 1, 7330, 7330, 7330.116, 0.116, 110, 0, 7330.116, 7332.436, 2.32, 1100, 7332.436, 7332.601, 0.165, 165, 0, 7332.601, 7334.471, 1.87, 825, 7334.471, 7334.581, 0.11, 110, 0, 7334.581, 7337.455, 2.874, 1100, 7337.455, 7337.547, 0.091, 91, 0, 7337.547, 7343.452, 5.905, 2730, 7343.452, 7343.543, 0.091, 91, 0, 7343.543, 7343.543, 0, 0,    13.427,
 363, 1, 7340, 7340, 7340.106, 0.106, 100, 0, 7340.106, 7342.512, 2.406, 1000, 7342.512, 7342.662, 0.15, 150, 0, 7342.662, 7344.344, 1.682, 750, 7344.344, 7344.444, 0.1, 100, 0, 7344.444, 7346.742, 2.299, 1000, 7346.742, 7346.825, 0.083, 83, 0, 7346.825, 7352.56, 5.734, 2490, 7352.56, 7352.643, 0.083, 83, 0, 7352.643, 7352.643, 0, 0,    12.537,
 364, 1, 7350, 7350, 7350.106, 0.106, 100, 0, 7350.106, 7352.218, 2.112, 1000, 7352.218, 7352.368, 0.15, 150, 0, 7352.368, 7353.867, 1.498, 750, 7353.867, 7353.967, 0.1, 100, 0, 7353.967, 7355.972, 2.005, 1000, 7355.972, 7356.065, 0.093, 83, 0, 7356.065, 7361.013, 4.948, 2490, 7361.013, 7361.096, 0.083, 83, 0, 7361.096, 7361.096, 0, 0,    10.990,
 365, 1, 7360, 7360, 7360.106, 0.106, 100, 0, 7360.106, 7362.368, 2.262, 1000, 7362.368, 7362.518, 0.15, 150, 0, 7362.518, 7364.094, 1.576, 750, 7364.094, 7364.194, 0.1, 100, 0, 7364.194, 7366.543, 2.348, 1000, 7366.543, 7366.626, 0.083, 83, 0, 7366.626, 7372.234, 5.608, 2490, 7372.234, 7372.317, 0.083, 83, 0, 7372.317, 7372.317, 0, 0,    12.211,
 366, 1, 7370, 7370, 7370.106, 0.106, 100, 0, 7370.106, 7372.497, 2.391, 1000, 7372.497, 7372.647, 0.15, 150, 0, 7372.647, 7374.184, 1.537, 750, 7374.184, 7374.284, 0.1, 100, 0, 7374.284, 7376.328, 2.044, 1000, 7376.328, 7376.411, 0.083, 83, 0, 7376.411, 7381.12, 4.708, 2490, 7381.12, 7381.203, 0.083, 83, 0, 7381.203, 7381.203, 0, 0,    11.097,
 367, 1, 7380, 7380, 7380.106, 0.106, 100, 0, 7380.106, 7382.322, 2.217, 1000, 7382.322, 7382.473, 0.15, 150, 0, 7382.473, 7384.02, 1.547, 750, 7384.02, 7384.12, 0.1, 100, 0, 7384.12, 7386.213, 2.093, 1000, 7386.213, 7386.297, 0.083, 83, 0, 7386.297, 7392.507, 6.211, 2490, 7392.507, 7392.59, 0.083, 83, 0, 7392.59, 7392.59, 0, 0,    12.484,
 368, 1, 7390, 7390, 7390.106, 0.106, 100, 0, 7390.106, 7392.263, 2.157, 1000, 7392.263, 7392.413, 0.15, 150, 0, 7392.413, 7394.02, 1.607, 750, 7394.02, 7394.12, 0.1, 100, 0, 7394.12, 7396.092, 1.971, 1000, 7396.092, 7396.175, 0.083, 83, 0, 7396.175, 7401.53, 5.355, 2490, 7401.53, 7401.613, 0.083, 83, 0, 7401.613, 7401.613, 0, 0,    11.507,
 369, 1, 7400, 7400, 7400.106, 0.106, 100, 0, 7400.106, 7402.33, 2.224, 1000, 7402.33, 7402.481, 0.15, 150, 0, 7402.481, 7404, 1.519, 750, 7404, 7404.1, 0.1, 100, 0, 7404.1, 7406.317, 2.217, 1000, 7406.317, 7406.4, 0.083, 83, 0, 7406.4, 7411.333, 4.933, 2490, 7411.333, 7411.416, 0.083, 83, 0, 7411.416, 7411.416, 0, 0,    11.310,
 370, 1, 7410, 7410, 7410.116, 0.116, 110, 0, 7410.116, 7412.431, 2.315, 1100, 7412.431, 7412.596, 0.165, 165, 0, 7412.596, 7414.511, 1.916, 825, 7414.511, 7414.621, 0.11, 110, 0, 7414.621, 7416.574, 1.953, 1100, 7416.574, 7416.665, 0.091, 91, 0, 7416.665, 7422.24, 5.575, 2730, 7422.24, 7422.331, 0.091, 91, 0, 7422.331, 7422.331, 0, 0,    12.215,
 371, 1, 7420, 7420, 7420.116, 0.116, 110, 0, 7420.116, 7422.477, 2.361, 1100, 7422.477, 7422.642, 0.165, 165, 0, 7422.642, 7424.6, 1.957, 825, 7424.6, 7424.71, 0.11, 110, 0, 7424.71, 7427.188, 2.478, 1100, 7427.188, 7427.279, 0.091, 91, 0, 7427.279, 7432.252, 4.973, 2730, 7432.252, 7432.343, 0.091, 91, 0, 7432.343, 7432.343, 0, 0,    12.227,
 372, 1, 7430, 7430, 7430.116, 0.116, 110, 0, 7430.116, 7432.232, 2.116, 1100, 7432.232, 7432.397, 0.165, 165, 0, 7432.397, 7434.102, 1.705, 825, 7434.102, 7434.212, 0.11, 110, 0, 7434.212, 7436.623, 2.412, 1100, 7436.623, 7436.714, 0.091, 91, 0, 7436.714, 7442.784, 6.069, 2730, 7442.784, 7442.874, 0.091, 91, 0, 7442.874, 7442.874, 0, 0,    12.758,
 373, 1, 7440, 7440, 7440.116, 0.116, 110, 0, 7440.116, 7442.448, 2.332, 1100, 7442.448, 7442.613, 0.165, 165, 0, 7442.613, 7444.145, 1.532, 825, 7444.145, 7444.255, 0.11, 110, 0, 7444.255, 7446.901, 2.645, 1100, 7446.901, 7446.992, 0.091, 91, 0, 7446.992, 7452.788, 5.796, 2730, 7452.788, 7452.879, 0.091, 91, 0, 7452.879, 7452.879, 0, 0,    12.763,
 374, 1, 7450, 7450, 7450.116, 0.116, 110, 0, 7450.116, 7452.266, 2.15, 1100, 7452.266, 7452.431, 0.165, 165, 0, 7452.431, 7454.031, 1.601, 825, 7454.031, 7454.142, 0.11, 110, 0, 7454.142, 7456.835, 2.694, 1100, 7456.835, 7456.927, 0.091, 91, 0, 7456.927, 7463.505, 6.578, 2730, 7463.505, 7463.596, 0.091, 91, 0, 7463.596, 7463.596, 0, 0,    13.480,
 375, 1, 7460, 7460, 7460.116, 0.116, 110, 0, 7460.116, 7462.664, 2.548, 1100, 7462.664, 7462.829, 0.165, 165, 0, 7462.829, 7464.725, 1.895, 825, 7464.725, 7464.835, 0.11, 110, 0, 7464.835, 7466.923, 2.088, 1100, 7466.923, 7467.014, 0.091, 91, 0, 7467.014, 7472.771, 5.757, 2730, 7472.771, 7472.863, 0.091, 91, 0, 7472.863, 7472.863, 0, 0,    12.747,
 376, 1, 7470, 7470, 7470.106, 0.106, 100, 0, 7470.106, 7471.862, 1.756, 1000, 7471.862, 7472.012, 0.15, 150, 0, 7472.012, 7473.559, 1.546, 750, 7473.559, 7473.659, 0.1, 100, 0, 7473.659, 7475.841, 2.182, 1000, 7475.841, 7475.924, 0.083, 83, 0, 7475.924, 7480.437, 4.513, 2490, 7480.437, 7480.52, 0.083, 83, 0, 7480.52, 7480.52, 0, 0,    10.414,
 377, 1, 7480, 7480, 7480.116, 0.116, 110, 0, 7480.116, 7482.555, 2.439, 1100, 7482.555, 7482.72, 0.165, 165, 0, 7482.72, 7484.446, 1.725, 825, 7484.446, 7484.556, 0.11, 110, 0, 7484.556, 7486.52, 1.964, 1100, 7486.52, 7486.611, 0.091, 91, 0, 7486.611, 7491.993, 5.382, 2730, 7491.993, 7492.084, 0.091, 91, 0, 7492.084, 7492.084, 0, 0,    11.968,
 378, 1, 7490, 7490, 7490.116, 0.116, 110, 0, 7490.116, 7492.708, 2.592, 1100, 7492.708, 7492.873, 0.165, 165, 0, 7492.873, 7494.56, 1.687, 825, 7494.56, 7494.67, 0.11, 110, 0, 7494.67, 7497.138, 2.469, 1100, 7497.138, 7497.23, 0.091, 91, 0, 7497.23, 7503.182, 5.952, 2730, 7503.182, 7503.273, 0.091, 91, 0, 7503.273, 7503.273, 0, 0,    13.157,
 379, 1, 7500, 7500, 7500.106, 0.106, 100, 0, 7500.106, 7502.099, 1.993, 1000, 7502.099, 7502.25, 0.15, 150, 0, 7502.25, 7503.831, 1.582, 750, 7503.831, 7503.932, 0.1, 100, 0, 7503.932, 7505.995, 2.064, 1000, 7505.995, 7506.078, 0.083, 83, 0, 7506.078, 7510.828, 4.75, 2490, 7510.828, 7510.911, 0.083, 83, 0, 7510.911, 7510.911, 0, 0,    10.805,
 380, 1, 7510, 7510, 7510.116, 0.116, 110, 0, 7510.116, 7512.48, 2.364, 1100, 7512.48, 7512.645, 0.165, 165, 0, 7512.645, 7514.159, 1.514, 825, 7514.159, 7514.269, 0.11, 110, 0, 7514.269, 7516.658, 2.389, 1100, 7516.658, 7516.749, 0.091, 91, 0, 7516.749, 7522.46, 5.711, 2730, 7522.46, 7522.551, 0.091, 91, 0, 7522.551, 7522.551, 0, 0,    12.435,
 381, 1, 7520, 7520, 7520.106, 0.106, 100, 0, 7520.106, 7522.373, 2.267, 1000, 7522.373, 7522.523, 0.15, 150, 0, 7522.523, 7524.231, 1.708, 750, 7524.231, 7524.331, 0.1, 100, 0, 7524.331, 7526.454, 2.122, 1000, 7526.454, 7526.537, 0.083, 83, 0, 7526.537, 7532.587, 6.051, 2490, 7532.587, 7532.67, 0.083, 83, 0, 7532.67, 7532.67, 0, 0,    12.564,
 382, 1, 7530, 7530, 7530.116, 0.116, 110, 0, 7530.116, 7532.412, 2.296, 1100, 7532.412, 7532.577, 0.165, 165, 0, 7532.577, 7534.208, 1.631, 825, 7534.208, 7534.318, 0.11, 110, 0, 7534.318, 7536.877, 2.559, 1100, 7536.877, 7536.968, 0.091, 91, 0, 7536.968, 7542.747, 5.778, 2730, 7542.747, 7542.837, 0.091, 91, 0, 7542.837, 7542.837, 0, 0,    12.722,
 383, 1, 7540, 7540, 7540.116, 0.116, 110, 0, 7540.116, 7542.472, 2.357, 1100, 7542.472, 7542.638, 0.165, 165, 0, 7542.638, 7544.577, 1.939, 825, 7544.577, 7544.687, 0.11, 110, 0, 7544.687, 7546.786, 2.099, 1100, 7546.786, 7546.877, 0.091, 91, 0, 7546.877, 7552.409, 5.532, 2730, 7552.409, 7552.501, 0.091, 91, 0, 7552.501, 7552.501, 0, 0,    12.385,
 384, 1, 7550, 7550, 7550.116, 0.116, 110, 0, 7550.116, 7552.519, 2.403, 1100, 7552.519, 7552.684, 0.165, 165, 0, 7552.684, 7554.416, 1.733, 825, 7554.416, 7554.527, 0.11, 110, 0, 7554.527, 7556.694, 2.167, 1100, 7556.694, 7556.785, 0.091, 91, 0, 7556.785, 7562.456, 5.671, 2730, 7562.456, 7562.557, 0.101, 91, 0, 7562.557, 7562.557, 0, 0,    12.441,
