#======================================
Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 473, 0, 4750, 4750, 4750.126, 0.126, 120, 0, 4750.126, 4752.552, 2.426, 1200, 4752.552, 4752.733, 0.18, 180, 0, 4752.733, 4754.644, 1.911, 900, 4754.644, 4754.764, 0.12, 120, 0, 4754.764, 4762.5, 7.736, 3600, 4762.5, 4762.62, 0.12, 120, 0, 4762.62, 4762.62, 0, 0,    12.494,
 474, 0, 4760, 4760, 4760.116, 0.116, 110, 0, 4760.116, 4762.616, 2.5, 1100, 4762.616, 4762.781, 0.165, 165, 0, 4762.781, 4764.525, 1.744, 825, 4764.525, 4764.635, 0.11, 110, 0, 4764.635, 4771.311, 6.675, 3300, 4771.311, 4771.421, 0.11, 110, 0, 4771.421, 4771.421, 0, 0,    11.305,
 475, 0, 4770, 4770, 4770.126, 0.126, 120, 0, 4770.126, 4772.576, 2.45, 1200, 4772.576, 4772.756, 0.18, 180, 0, 4772.756, 4774.596, 1.84, 900, 4774.596, 4774.717, 0.12, 120, 0, 4774.717, 4781.999, 7.282, 3600, 4781.999, 4782.119, 0.12, 120, 0, 4782.119, 4782.119, 0, 0,    11.993,
 476, 0, 4780, 4780, 4780.126, 0.126, 120, 0, 4780.126, 4782.663, 2.537, 1200, 4782.663, 4782.843, 0.18, 180, 0, 4782.843, 4784.928, 2.085, 900, 4784.928, 4785.048, 0.12, 120, 0, 4785.048, 4792.018, 6.969, 3600, 4792.018, 4792.138, 0.12, 120, 0, 4792.138, 4792.138, 0, 0,    12.012,
 477, 0, 4790, 4790, 4790.126, 0.126, 120, 0, 4790.126, 4792.599, 2.473, 1200, 4792.599, 4792.779, 0.18, 180, 0, 4792.779, 4794.69, 1.911, 900, 4794.69, 4794.81, 0.12, 120, 0, 4794.81, 4802.845, 8.035, 3600, 4802.845, 4802.965, 0.12, 120, 0, 4802.965, 4802.965, 0, 0,    12.839,
 478, 0, 4800, 4800, 4800.116, 0.116, 110, 0, 4800.116, 4802.637, 2.521, 1100, 4802.637, 4802.802, 0.165, 165, 0, 4802.802, 4804.665, 1.864, 825, 4804.665, 4804.775, 0.11, 110, 0, 4804.775, 4811.23, 6.454, 3300, 4811.23, 4811.34, 0.11, 110, 0, 4811.34, 4811.34, 0, 0,    11.224,
 479, 0, 4810, 4810, 4810.116, 0.116, 110, 0, 4810.116, 4812.464, 2.348, 1100, 4812.464, 4812.629, 0.165, 165, 0, 4812.629, 4814.549, 1.921, 825, 4814.549, 4814.659, 0.11, 110, 0, 4814.659, 4822.12, 7.461, 3300, 4822.12, 4822.23, 0.11, 110, 0, 4822.23, 4822.23, 0, 0,    12.114,
 480, 0, 4820, 4820, 4820.126, 0.126, 120, 0, 4820.126, 4822.593, 2.467, 1200, 4822.593, 4822.773, 0.18, 180, 0, 4822.773, 4824.787, 2.013, 900, 4824.787, 4824.907, 0.12, 120, 0, 4824.907, 4831.853, 6.946, 3600, 4831.853, 4831.973, 0.12, 120, 0, 4831.973, 4831.973, 0, 0,    11.847,
 481, 0, 4830, 4830, 4830.116, 0.116, 110, 0, 4830.116, 4832.452, 2.336, 1100, 4832.452, 4832.617, 0.165, 165, 0, 4832.617, 4834.237, 1.62, 825, 4834.237, 4834.347, 0.11, 110, 0, 4834.347, 4841.938, 7.591, 3300, 4841.938, 4842.048, 0.11, 110, 0, 4842.048, 4842.048, 0, 0,    11.932,
 482, 0, 4840, 4840, 4840.126, 0.126, 120, 0, 4840.126, 4842.819, 2.693, 1200, 4842.819, 4842.999, 0.18, 180, 0, 4842.999, 4845, 2.001, 900, 4845, 4845.12, 0.12, 120, 0, 4845.12, 4852.05, 6.93, 3600, 4852.05, 4852.17, 0.12, 120, 0, 4852.17, 4852.17, 0, 0,    12.044,
 483, 0, 4850, 4850, 4850.116, 0.116, 110, 0, 4850.116, 4852.718, 2.602, 1100, 4852.718, 4852.883, 0.165, 165, 0, 4852.883, 4854.567, 1.683, 825, 4854.567, 4854.677, 0.11, 110, 0, 4854.677, 4862.155, 7.478, 3300, 4862.155, 4862.265, 0.11, 110, 0, 4862.265, 4862.265, 0, 0,    12.149,
 484, 0, 4860, 4860, 4860.126, 0.126, 120, 0, 4860.126, 4862.732, 2.606, 1200, 4862.732, 4862.912, 0.18, 180, 0, 4862.912, 4864.644, 1.731, 900, 4864.644, 4864.764, 0.12, 120, 0, 4864.764, 4872.757, 7.994, 3600, 4872.757, 4872.878, 0.12, 120, 0, 4872.878, 4872.878, 0, 0,    12.751,
 485, 0, 4870, 4870, 4870.116, 0.116, 110, 0, 4870.116, 4872.416, 2.301, 1100, 4872.416, 4872.581, 0.165, 165, 0, 4872.581, 4874.576, 1.995, 825, 4874.576, 4874.687, 0.11, 110, 0, 4874.687, 4882.313, 7.627, 3300, 4882.313, 4882.424, 0.11, 110, 0, 4882.424, 4882.424, 0, 0,    12.308,
 486, 0, 4880, 4880, 4880.116, 0.116, 110, 0, 4880.116, 4882.504, 2.388, 1100, 4882.504, 4882.669, 0.165, 165, 0, 4882.669, 4884.538, 1.869, 825, 4884.538, 4884.648, 0.11, 110, 0, 4884.648, 4891.45, 6.802, 3300, 4891.45, 4891.56, 0.11, 110, 0, 4891.56, 4891.56, 0, 0,    11.444,
 487, 0, 4890, 4890, 4890.126, 0.126, 120, 0, 4890.126, 4892.659, 2.533, 1200, 4892.659, 4892.839, 0.18, 180, 0, 4892.839, 4894.867, 2.028, 900, 4894.867, 4894.987, 0.12, 120, 0, 4894.987, 4903.301, 8.314, 3600, 4903.301, 4903.421, 0.12, 120, 0, 4903.421, 4903.421, 0, 0,    13.295,
 488, 0, 4900, 4900, 4900.116, 0.116, 110, 0, 4900.116, 4902.36, 2.244, 1100, 4902.36, 4902.525, 0.165, 165, 0, 4902.525, 4904.422, 1.897, 825, 4904.422, 4904.532, 0.11, 110, 0, 4904.532, 4912.16, 7.628, 3300, 4912.16, 4912.27, 0.11, 110, 0, 4912.27, 4912.27, 0, 0,    12.154,
 489, 0, 4910, 4910, 4910.126, 0.126, 120, 0, 4910.126, 4912.486, 2.36, 1200, 4912.486, 4912.667, 0.181, 180, 0, 4912.667, 4914.369, 1.702, 900, 4914.369, 4914.49, 0.12, 120, 0, 4914.49, 4922.094, 7.605, 3600, 4922.094, 4922.215, 0.12, 120, 0, 4922.215, 4922.215, 0, 0,    12.089,
 490, 0, 4920, 4920, 4920.116, 0.116, 110, 0, 4920.116, 4922.434, 2.318, 1100, 4922.434, 4922.599, 0.165, 165, 0, 4922.599, 4924.555, 1.955, 825, 4924.555, 4924.665, 0.11, 110, 0, 4924.665, 4931.432, 6.767, 3300, 4931.432, 4931.542, 0.11, 110, 0, 4931.542, 4931.542, 0, 0,    11.426,
 491, 0, 4930, 4930, 4930.116, 0.116, 110, 0, 4930.116, 4932.335, 2.219, 1100, 4932.335, 4932.499, 0.165, 165, 0, 4932.499, 4934.393, 1.894, 825, 4934.393, 4934.503, 0.11, 110, 0, 4934.503, 4940.833, 6.33, 3300, 4940.833, 4940.943, 0.11, 110, 0, 4940.943, 4940.943, 0, 0,    10.827,
 492, 0, 4940, 4940, 4940.126, 0.126, 120, 0, 4940.126, 4942.874, 2.748, 1200, 4942.874, 4943.054, 0.18, 180, 0, 4943.054, 4944.953, 1.898, 900, 4944.953, 4945.073, 0.12, 120, 0, 4945.073, 4953.356, 8.283, 3600, 4953.356, 4953.476, 0.12, 120, 0, 4953.476, 4953.476, 0, 0,    13.350,
 493, 0, 4950, 4950, 4950.126, 0.126, 120, 0, 4950.126, 4952.82, 2.694, 1200, 4952.82, 4953, 0.18, 180, 0, 4953, 4954.857, 1.857, 900, 4954.857, 4954.977, 0.12, 120, 0, 4954.977, 4962.075, 7.097, 3600, 4962.075, 4962.205, 0.13, 120, 0, 4962.205, 4962.205, 0, 0,    12.079,
 494, 0, 4960, 4960, 4960.126, 0.126, 120, 0, 4960.126, 4962.515, 2.389, 1200, 4962.515, 4962.695, 0.18, 180, 0, 4962.695, 4964.388, 1.692, 900, 4964.388, 4964.508, 0.12, 120, 0, 4964.508, 4972.876, 8.368, 3600, 4972.876, 4972.996, 0.12, 120, 0, 4972.996, 4972.996, 0, 0,    12.870,
 495, 0, 4970, 4970, 4970.116, 0.116, 110, 0, 4970.116, 4972.493, 2.377, 1100, 4972.493, 4972.658, 0.165, 165, 0, 4972.658, 4974.183, 1.525, 825, 4974.183, 4974.293, 0.11, 110, 0, 4974.293, 4980.815, 6.522, 3300, 4980.815, 4980.926, 0.11, 110, 0, 4980.926, 4980.926, 0, 0,    10.810,
 496, 0, 4980, 4980, 4980.116, 0.116, 110, 0, 4980.116, 4982.531, 2.416, 1100, 4982.531, 4982.696, 0.165, 165, 0, 4982.696, 4984.286, 1.59, 825, 4984.286, 4984.397, 0.11, 110, 0, 4984.397, 4991.321, 6.925, 3300, 4991.321, 4991.432, 0.11, 110, 0, 4991.432, 4991.432, 0, 0,    11.316,
 497, 0, 4990, 4990, 4990.126, 0.126, 120, 0, 4990.126, 4992.626, 2.5, 1200, 4992.626, 4992.806, 0.18, 180, 0, 4992.806, 4994.642, 1.836, 900, 4994.642, 4994.763, 0.12, 120, 0, 4994.763, 5002.735, 7.972, 3600, 5002.735, 5002.855, 0.12, 120, 0, 5002.855, 5002.855, 0, 0,    12.729,
 498, 0, 5000, 5000, 5000.116, 0.116, 110, 0, 5000.116, 5002.517, 2.401, 1100, 5002.517, 5002.682, 0.165, 165, 0, 5002.682, 5004.367, 1.685, 825, 5004.367, 5004.477, 0.11, 110, 0, 5004.477, 5011.688, 7.211, 3300, 5011.688, 5011.799, 0.11, 110, 0, 5011.799, 5011.799, 0, 0,    11.683,
 499, 0, 5010, 5010, 5010.116, 0.116, 110, 0, 5010.116, 5012.704, 2.588, 1100, 5012.704, 5012.869, 0.165, 165, 0, 5012.869, 5014.751, 1.882, 825, 5014.751, 5014.861, 0.11, 110, 0, 5014.861, 5022.01, 7.15, 3300, 5022.01, 5022.12, 0.11, 110, 0, 5022.12, 5022.12, 0, 0,    12.004,
 500, 0, 5020, 5020, 5020.116, 0.116, 110, 0, 5020.116, 5022.514, 2.399, 1100, 5022.514, 5022.679, 0.165, 165, 0, 5022.679, 5024.559, 1.88, 825, 5024.559, 5024.67, 0.11, 110, 0, 5024.67, 5031.729, 7.06, 3300, 5031.729, 5031.839, 0.11, 110, 0, 5031.839, 5031.839, 0, 0,    11.723,
 501, 0, 5030, 5030, 5030.116, 0.116, 110, 0, 5030.116, 5032.629, 2.513, 1100, 5032.629, 5032.794, 0.165, 165, 0, 5032.794, 5034.375, 1.581, 825, 5034.375, 5034.485, 0.11, 110, 0, 5034.485, 5040.799, 6.314, 3300, 5040.799, 5040.909, 0.11, 110, 0, 5040.909, 5040.909, 0, 0,    10.793,
 502, 0, 5040, 5040, 5040.126, 0.126, 120, 0, 5040.126, 5042.839, 2.713, 1200, 5042.839, 5043.019, 0.18, 180, 0, 5043.019, 5045.115, 2.096, 900, 5045.115, 5045.235, 0.12, 120, 0, 5045.235, 5053.02, 7.785, 3600, 5053.02, 5053.14, 0.12, 120, 0, 5053.14, 5053.14, 0, 0,    13.014,
 503, 0, 5050, 5050, 5050.116, 0.116, 110, 0, 5050.116, 5052.468, 2.352, 1100, 5052.468, 5052.633, 0.165, 165, 0, 5052.633, 5054.473, 1.84, 825, 5054.473, 5054.583, 0.11, 110, 0, 5054.583, 5061.342, 6.759, 3300, 5061.342, 5061.452, 0.11, 110, 0, 5061.452, 5061.452, 0, 0,    11.336,
 504, 0, 5060, 5060, 5060.116, 0.116, 110, 0, 5060.116, 5062.45, 2.334, 1100, 5062.45, 5062.615, 0.165, 165, 0, 5062.615, 5064.51, 1.895, 825, 5064.51, 5064.62, 0.11, 110, 0, 5064.62, 5072.564, 7.943, 3300, 5072.564, 5072.674, 0.11, 110, 0, 5072.674, 5072.674, 0, 0,    12.558,
 505, 0, 5070, 5070, 5070.126, 0.126, 120, 0, 5070.126, 5072.564, 2.438, 1200, 5072.564, 5072.744, 0.18, 180, 0, 5072.744, 5074.616, 1.872, 900, 5074.616, 5074.736, 0.12, 120, 0, 5074.736, 5082.603, 7.867, 3600, 5082.603, 5082.723, 0.12, 120, 0, 5082.723, 5082.723, 0, 0,    12.598,
 506, 0, 5080, 5080, 5080.116, 0.116, 110, 0, 5080.116, 5082.492, 2.376, 1100, 5082.492, 5082.656, 0.165, 165, 0, 5082.656, 5084.389, 1.733, 825, 5084.389, 5084.499, 0.11, 110, 0, 5084.499, 5091.728, 7.229, 3300, 5091.728, 5091.838, 0.11, 110, 0, 5091.838, 5091.838, 0, 0,    11.722,
 507, 0, 5090, 5090, 5090.116, 0.116, 110, 0, 5090.116, 5092.301, 2.185, 1100, 5092.301, 5092.466, 0.165, 165, 0, 5092.466, 5094.058, 1.592, 825, 5094.058, 5094.168, 0.11, 110, 0, 5094.168, 5100.345, 6.177, 3300, 5100.345, 5100.455, 0.11, 110, 0, 5100.455, 5100.455, 0, 0,    10.339,
 508, 0, 5100, 5100, 5100.126, 0.126, 120, 0, 5100.126, 5102.436, 2.31, 1200, 5102.436, 5102.616, 0.18, 180, 0, 5102.616, 5104.485, 1.869, 900, 5104.485, 5104.605, 0.12, 120, 0, 5104.605, 5112.881, 8.276, 3600, 5112.881, 5113.001, 0.12, 120, 0, 5113.001, 5113.001, 0, 0,    12.875,
 509, 0, 5110, 5110, 5110.126, 0.126, 120, 0, 5110.126, 5112.861, 2.735, 1200, 5112.861, 5113.041, 0.18, 180, 0, 5113.041, 5115.126, 2.085, 900, 5115.126, 5115.246, 0.12, 120, 0, 5115.246, 5122.925, 7.679, 3600, 5122.925, 5123.045, 0.12, 120, 0, 5123.045, 5123.045, 0, 0,    12.919,
 510, 0, 5120, 5120, 5120.116, 0.116, 110, 0, 5120.116, 5122.299, 2.183, 1100, 5122.299, 5122.464, 0.165, 165, 0, 5122.464, 5124.271, 1.807, 825, 5124.271, 5124.381, 0.11, 110, 0, 5124.381, 5131.166, 6.785, 3300, 5131.166, 5131.276, 0.11, 110, 0, 5131.276, 5131.276, 0, 0,    11.160,
 511, 0, 5130, 5130, 5130.126, 0.126, 120, 0, 5130.126, 5132.69, 2.564, 1200, 5132.69, 5132.87, 0.18, 180, 0, 5132.87, 5134.837, 1.967, 900, 5134.837, 5134.957, 0.12, 120, 0, 5134.957, 5142.074, 7.117, 3600, 5142.074, 5142.194, 0.12, 120, 0, 5142.194, 5142.194, 0, 0,    12.068,
 512, 0, 5140, 5140, 5140.116, 0.116, 110, 0, 5140.116, 5142.832, 2.717, 1100, 5142.832, 5142.998, 0.165, 165, 0, 5142.998, 5144.668, 1.671, 825, 5144.668, 5144.779, 0.11, 110, 0, 5144.779, 5152.275, 7.496, 3300, 5152.275, 5152.385, 0.11, 110, 0, 5152.385, 5152.385, 0, 0,    12.269,
 513, 0, 5150, 5150, 5150.126, 0.126, 120, 0, 5150.126, 5152.441, 2.315, 1200, 5152.441, 5152.621, 0.18, 180, 0, 5152.621, 5154.678, 2.056, 900, 5154.678, 5154.798, 0.12, 120, 0, 5154.798, 5162.535, 7.737, 3600, 5162.535, 5162.655, 0.12, 120, 0, 5162.655, 5162.655, 0, 0,    12.529,
 514, 0, 5160, 5160, 5160.116, 0.116, 110, 0, 5160.116, 5162.495, 2.379, 1100, 5162.495, 5162.665, 0.17, 165, 0, 5162.665, 5164.55, 1.885, 825, 5164.55, 5164.66, 0.11, 110, 0, 5164.66, 5172.158, 7.498, 3300, 5172.158, 5172.268, 0.11, 110, 0, 5172.268, 5172.268, 0, 0,    12.152,
 515, 0, 5170, 5170, 5170.116, 0.116, 110, 0, 5170.116, 5172.391, 2.275, 1100, 5172.391, 5172.556, 0.165, 165, 0, 5172.556, 5174.113, 1.557, 825, 5174.113, 5174.223, 0.11, 110, 0, 5174.223, 5180.439, 6.216, 3300, 5180.439, 5180.549, 0.11, 110, 0, 5180.549, 5180.549, 0, 0,    10.433,
 516, 0, 5180, 5180, 5180.126, 0.126, 120, 0, 5180.126, 5182.822, 2.696, 1200, 5182.822, 5183.002, 0.18, 180, 0, 5183.002, 5184.741, 1.739, 900, 5184.741, 5184.861, 0.12, 120, 0, 5184.861, 5193.181, 8.32, 3600, 5193.181, 5193.301, 0.12, 120, 0, 5193.301, 5193.301, 0, 0,    13.175,
 517, 0, 5190, 5190, 5190.116, 0.116, 110, 0, 5190.116, 5192.048, 1.932, 1100, 5192.048, 5192.213, 0.165, 165, 0, 5192.213, 5193.917, 1.704, 825, 5193.917, 5194.027, 0.11, 110, 0, 5194.027, 5201.752, 7.725, 3300, 5201.752, 5201.862, 0.11, 110, 0, 5201.862, 5201.862, 0, 0,    11.746,
 518, 0, 5200, 5200, 5200.126, 0.126, 120, 0, 5200.126, 5202.771, 2.645, 1200, 5202.771, 5202.951, 0.18, 180, 0, 5202.951, 5204.96, 2.009, 900, 5204.96, 5205.081, 0.12, 120, 0, 5205.081, 5212.845, 7.765, 3600, 5212.845, 5212.965, 0.12, 120, 0, 5212.965, 5212.965, 0, 0,    12.839,
 519, 0, 5210, 5210, 5210.116, 0.116, 110, 0, 5210.116, 5212.443, 2.327, 1100, 5212.443, 5212.608, 0.165, 165, 0, 5212.608, 5214.47, 1.861, 825, 5214.47, 5214.58, 0.11, 110, 0, 5214.58, 5221.156, 6.576, 3300, 5221.156, 5221.266, 0.11, 110, 0, 5221.266, 5221.266, 0, 0,    11.150,
 520, 0, 5220, 5220, 5220.126, 0.126, 120, 0, 5220.126, 5222.685, 2.56, 1200, 5222.685, 5222.865, 0.18, 180, 0, 5222.865, 5224.97, 2.104, 900, 5224.97, 5225.09, 0.12, 120, 0, 5225.09, 5232.971, 7.882, 3600, 5232.971, 5233.092, 0.12, 120, 0, 5233.092, 5233.092, 0, 0,    12.966,
 521, 0, 5230, 5230, 5230.126, 0.126, 120, 0, 5230.126, 5232.749, 2.623, 1200, 5232.749, 5232.929, 0.18, 180, 0, 5232.929, 5234.766, 1.838, 900, 5234.766, 5234.886, 0.12, 120, 0, 5234.886, 5242.213, 7.326, 3600, 5242.213, 5242.333, 0.12, 120, 0, 5242.333, 5242.333, 0, 0,    12.207,
 522, 0, 5240, 5240, 5240.116, 0.116, 110, 0, 5240.116, 5242.789, 2.674, 1100, 5242.789, 5242.955, 0.166, 165, 0, 5242.955, 5244.816, 1.861, 825, 5244.816, 5244.926, 0.11, 110, 0, 5244.926, 5251.628, 6.701, 3300, 5251.628, 5251.738, 0.11, 110, 0, 5251.738, 5251.738, 0, 0,    11.622,
 523, 0, 5250, 5250, 5250.126, 0.126, 120, 0, 5250.126, 5252.779, 2.653, 1200, 5252.779, 5252.959, 0.18, 180, 0, 5252.959, 5254.929, 1.971, 900, 5254.929, 5255.049, 0.12, 120, 0, 5255.049, 5262.442, 7.393, 3600, 5262.442, 5262.562, 0.12, 120, 0, 5262.562, 5262.562, 0, 0,    12.435,
 524, 0, 5260, 5260, 5260.116, 0.116, 110, 0, 5260.116, 5262.368, 2.252, 1100, 5262.368, 5262.532, 0.165, 165, 0, 5262.532, 5264.365, 1.833, 825, 5264.365, 5264.475, 0.11, 110, 0, 5264.475, 5270.512, 6.037, 3300, 5270.512, 5270.623, 0.11, 110, 0, 5270.623, 5270.623, 0, 0,    10.507,
 525, 0, 5270, 5270, 5270.116, 0.116, 110, 0, 5270.116, 5272.318, 2.202, 1100, 5272.318, 5272.483, 0.165, 165, 0, 5272.483, 5274.043, 1.561, 825, 5274.043, 5274.153, 0.11, 110, 0, 5274.153, 5280.587, 6.434, 3300, 5280.587, 5280.697, 0.11, 110, 0, 5280.697, 5280.697, 0, 0,    10.581,
 526, 0, 5280, 5280, 5280.116, 0.116, 110, 0, 5280.116, 5282.299, 2.183, 1100, 5282.299, 5282.464, 0.165, 165, 0, 5282.464, 5284.366, 1.902, 825, 5284.366, 5284.476, 0.11, 110, 0, 5284.476, 5291.109, 6.633, 3300, 5291.109, 5291.219, 0.11, 110, 0, 5291.219, 5291.219, 0, 0,    11.103,
 527, 0, 5290, 5290, 5290.116, 0.116, 110, 0, 5290.116, 5292.499, 2.383, 1100, 5292.499, 5292.663, 0.165, 165, 0, 5292.663, 5294.669, 2.006, 825, 5294.669, 5294.779, 0.11, 110, 0, 5294.779, 5301.67, 6.891, 3300, 5301.67, 5301.78, 0.11, 110, 0, 5301.78, 5301.78, 0, 0,    11.664,
 528, 0, 5300, 5300, 5300.116, 0.116, 110, 0, 5300.116, 5302.31, 2.194, 1100, 5302.31, 5302.476, 0.165, 165, 0, 5302.476, 5304.145, 1.67, 825, 5304.145, 5304.256, 0.11, 110, 0, 5304.256, 5310.547, 6.291, 3300, 5310.547, 5310.657, 0.11, 110, 0, 5310.657, 5310.657, 0, 0,    10.541,
 529, 0, 5310, 5310, 5310.116, 0.116, 110, 0, 5310.116, 5312.199, 2.083, 1100, 5312.199, 5312.364, 0.165, 165, 0, 5312.364, 5314.212, 1.848, 825, 5314.212, 5314.322, 0.11, 110, 0, 5314.322, 5321.358, 7.036, 3300, 5321.358, 5321.468, 0.11, 110, 0, 5321.468, 5321.468, 0, 0,    11.352,
 530, 0, 5320, 5320, 5320.126, 0.126, 120, 0, 5320.126, 5322.668, 2.542, 1200, 5322.668, 5322.848, 0.18, 180, 0, 5322.848, 5324.896, 2.048, 900, 5324.896, 5325.016, 0.12, 120, 0, 5325.016, 5332.192, 7.176, 3600, 5332.192, 5332.312, 0.12, 120, 0, 5332.312, 5332.312, 0, 0,    12.186,
 531, 0, 5330, 5330, 5330.126, 0.126, 120, 0, 5330.126, 5332.565, 2.439, 1200, 5332.565, 5332.745, 0.18, 180, 0, 5332.745, 5334.858, 2.113, 900, 5334.858, 5334.978, 0.12, 120, 0, 5334.978, 5342.783, 7.805, 3600, 5342.783, 5342.903, 0.12, 120, 0, 5342.903, 5342.903, 0, 0,    12.777,
 532, 0, 5340, 5340, 5340.116, 0.116, 110, 0, 5340.116, 5342.608, 2.492, 1100, 5342.608, 5342.773, 0.165, 165, 0, 5342.773, 5344.434, 1.661, 825, 5344.434, 5344.545, 0.11, 110, 0, 5344.545, 5351.132, 6.587, 3300, 5351.132, 5351.242, 0.11, 110, 0, 5351.242, 5351.242, 0, 0,    11.126,
 533, 0, 5350, 5350, 5350.116, 0.116, 110, 0, 5350.116, 5352.677, 2.561, 1100, 5352.677, 5352.842, 0.165, 165, 0, 5352.842, 5354.883, 2.042, 825, 5354.883, 5354.993, 0.11, 110, 0, 5354.993, 5362.04, 7.047, 3300, 5362.04, 5362.15, 0.11, 110, 0, 5362.15, 5362.15, 0, 0,    12.034,
 534, 0, 5360, 5360, 5360.126, 0.126, 120, 0, 5360.126, 5362.518, 2.392, 1200, 5362.518, 5362.698, 0.18, 180, 0, 5362.698, 5364.366, 1.668, 900, 5364.366, 5364.486, 0.12, 120, 0, 5364.486, 5372.3, 7.814, 3600, 5372.3, 5372.42, 0.12, 120, 0, 5372.42, 5372.42, 0, 0,    12.294,
 535, 0, 5370, 5370, 5370.126, 0.126, 120, 0, 5370.126, 5372.521, 2.395, 1200, 5372.521, 5372.701, 0.18, 180, 0, 5372.701, 5374.779, 2.078, 900, 5374.779, 5374.899, 0.12, 120, 0, 5374.899, 5382.36, 7.46, 3600, 5382.36, 5382.479, 0.12, 120, 0, 5382.479, 5382.479, 0, 0,    12.353,
 536, 0, 5380, 5380, 5380.116, 0.116, 110, 0, 5380.116, 5382.278, 2.162, 1100, 5382.278, 5382.442, 0.164, 165, 0, 5382.442, 5384.155, 1.713, 825, 5384.155, 5384.265, 0.11, 110, 0, 5384.265, 5391.976, 7.711, 3300, 5391.976, 5392.086, 0.11, 110, 0, 5392.086, 5392.086, 0, 0,    11.970,
 537, 0, 5390, 5390, 5390.116, 0.116, 110, 0, 5390.116, 5392.557, 2.441, 1100, 5392.557, 5392.722, 0.165, 165, 0, 5392.722, 5394.654, 1.931, 825, 5394.654, 5394.764, 0.11, 110, 0, 5394.764, 5401.63, 6.867, 3300, 5401.63, 5401.74, 0.11, 110, 0, 5401.74, 5401.74, 0, 0,    11.624,
 538, 0, 5400, 5400, 5400.116, 0.116, 110, 0, 5400.116, 5402.191, 2.075, 1100, 5402.191, 5402.356, 0.165, 165, 0, 5402.356, 5404.007, 1.651, 825, 5404.007, 5404.117, 0.11, 110, 0, 5404.117, 5410.365, 6.248, 3300, 5410.365, 5410.475, 0.11, 110, 0, 5410.475, 5410.475, 0, 0,    10.359,
 539, 0, 5410, 5410, 5410.116, 0.116, 110, 0, 5410.116, 5412.496, 2.38, 1100, 5412.496, 5412.66, 0.165, 165, 0, 5412.66, 5414.375, 1.715, 825, 5414.375, 5414.485, 0.11, 110, 0, 5414.485, 5422.367, 7.882, 3300, 5422.367, 5422.477, 0.11, 110, 0, 5422.477, 5422.477, 0, 0,    12.361,
 540, 0, 5420, 5420, 5420.116, 0.116, 110, 0, 5420.116, 5422.673, 2.557, 1100, 5422.673, 5422.838, 0.165, 165, 0, 5422.838, 5424.744, 1.906, 825, 5424.744, 5424.854, 0.11, 110, 0, 5424.854, 5432.026, 7.171, 3300, 5432.026, 5432.136, 0.11, 110, 0, 5432.136, 5432.136, 0, 0,    12.020,
 541, 0, 5430, 5430, 5430.126, 0.126, 120, 0, 5430.126, 5432.677, 2.55, 1200, 5432.677, 5432.866, 0.19, 180, 0, 5432.866, 5434.85, 1.984, 900, 5434.85, 5434.971, 0.12, 120, 0, 5434.971, 5443.39, 8.419, 3600, 5443.39, 5443.51, 0.12, 120, 0, 5443.51, 5443.51, 0, 0,    13.384,
 542, 0, 5440, 5440, 5440.126, 0.126, 120, 0, 5440.126, 5442.593, 2.467, 1200, 5442.593, 5442.773, 0.18, 180, 0, 5442.773, 5444.755, 1.982, 900, 5444.755, 5444.875, 0.12, 120, 0, 5444.875, 5452.178, 7.303, 3600, 5452.178, 5452.298, 0.12, 120, 0, 5452.298, 5452.298, 0, 0,    12.172,
 543, 0, 5450, 5450, 5450.116, 0.116, 110, 0, 5450.116, 5452.367, 2.251, 1100, 5452.367, 5452.532, 0.165, 165, 0, 5452.532, 5454.114, 1.582, 825, 5454.114, 5454.224, 0.11, 110, 0, 5454.224, 5461.419, 7.196, 3300, 5461.419, 5461.529, 0.11, 110, 0, 5461.529, 5461.529, 0, 0,    11.413,
 544, 0, 5460, 5460, 5460.126, 0.126, 120, 0, 5460.126, 5462.539, 2.413, 1200, 5462.539, 5462.719, 0.18, 180, 0, 5462.719, 5464.733, 2.015, 900, 5464.733, 5464.854, 0.12, 120, 0, 5464.854, 5473.043, 8.189, 3600, 5473.043, 5473.163, 0.12, 120, 0, 5473.163, 5473.163, 0, 0,    13.037,
 545, 0, 5470, 5470, 5470.116, 0.116, 110, 0, 5470.116, 5472.586, 2.47, 1100, 5472.586, 5472.751, 0.165, 165, 0, 5472.751, 5474.468, 1.717, 825, 5474.468, 5474.577, 0.11, 110, 0, 5474.577, 5481.574, 6.996, 3300, 5481.574, 5481.684, 0.11, 110, 0, 5481.684, 5481.684, 0, 0,    11.568,
